Brand,Benchmark Family,Name,Ticker,Base,Quote,Dissemination,Launch Date,Inception Date,Exchanges,Calculation Window,Factsheet
Kaiko,Sector & Thematic,Kaiko Tokenization Index,KSTKNZ,N/A,N/A,Real-time (5 sec),"January 23, 2025","January 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Tokenization Index NYC,KSTKNZNYC,N/A,N/A,NYC Fixing,"January 23, 2025","January 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Tokenization Index LDN,KSTKNZLDN,N/A,N/A,LDN Fixing,"January 23, 2025","January 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Tokenization Index SGP,KSTKNZSGP,N/A,N/A,SGP Fixing,"January 23, 2025","January 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko AI Index,KSAI,N/A,N/A,Real-time (5 sec),"January 23, 2025","October 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko AI Index NYC,KSAINYC,N/A,N/A,NYC Fixing,"January 23, 2025","October 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko AI Index LDN,KSAILDN,N/A,N/A,LDN Fixing,"January 23, 2025","October 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko AI Index SGP,KSAISGP,N/A,N/A,SGP Fixing,"January 23, 2025","October 3, 2022",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Meme Index,KSMEME,N/A,N/A,Real-time (5 sec),"January 22, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Meme Index NYC,KSMEMENYC,N/A,N/A,NYC Fixing,"January 22, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Meme Index LDN,KSMEMELDN,N/A,N/A,LDN Fixing,"January 22, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko Meme Index SGP,KSMEMESGP,N/A,N/A,SGP Fixing,"January 22, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko DeFi Index,KSDEFI,N/A,N/A,Real-time (5 sec),"January 17, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko DeFi Index NYC,KSDEFINYC,N/A,N/A,NYC Fixing,"January 17, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko DeFi Index LDN,KSDEFILDN,N/A,N/A,LDN Fixing,"January 17, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko DeFi Index SGP,KSDEFISGP,N/A,N/A,SGP Fixing,"January 17, 2025","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko L2 Index,KSL2,N/A,N/A,Real-time (5 sec),"July 2, 2024","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko L2 Index NYC,KSL2NYC,N/A,N/A,NYC Fixing,"July 2, 2024","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko L2 Index LDN,KSL2LDN,N/A,N/A,LDN Fixing,"July 2, 2024","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Kaiko L2 Index SGP,KSL2SGP,N/A,N/A,SGP Fixing,"July 2, 2024","April 3, 2023",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Sector%20&%20Thematic%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Vinter Cardano Yield Index ,CASL,N/A,N/A,LDN Fixing,"November 10, 2022","March 06, 2024",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/CASL%20-%20Fact%20Sheet%20-%20multi-asset_casl_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Sygnum Platform Winners Index ,MOON,N/A,N/A,17:00 CET Fixing,"July 21, 2022","November 01, 2019",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/MOON%20-%20Fact%20Sheet%20-%20multi-asset_moon_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Sector & Thematic,Vinter CF Crypto Web3 Index,VCFWB3,N/A,N/A,LDN Fixing,"May 15, 2023","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/VCFWB3%20-%20Fact%20Sheet%20-multi-asset_vcfwb3_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Standard Index,KMSTA,N/A,N/A,Real-time (5 sec),"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Standard Index NYC,KMSTANYC,N/A,N/A,NYC Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Standard Index LDN,KMSTALDN,N/A,N/A,LDN Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Standard Index SGP,KMSTASGP,N/A,N/A,SGP Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Small Cap Index,KMSMA,N/A,N/A,Real-time (5 sec),"January 23, 2025","January 2, 2015",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Small Cap Index NYC,KMSMANYC,N/A,N/A,NYC Fixing,"January 23, 2025","January 2, 2015",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Small Cap Index LDN,KMSMALDN,N/A,N/A,LDN Fixing,"January 23, 2025","January 2, 2015",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Small Cap Index SGP,KMSMASGP,N/A,N/A,SGP Fixing,"January 23, 2025","January 2, 2015",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Mid Cap Index,KMMID,N/A,N/A,Real-time (5 sec),"January 23, 2025","April 2, 2018",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Mid Cap Index NYC,KMMIDNYC,N/A,N/A,NYC Fixing,"January 23, 2025","April 2, 2018",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Mid Cap Index LDN,KMMIDLDN,N/A,N/A,LDN Fixing,"January 23, 2025","April 2, 2018",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Mid Cap Index SGP,KMMIDSGP,N/A,N/A,SGP Fixing,"January 23, 2025","April 2, 2018",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Large Cap Index,KMLAR,N/A,N/A,Real-time (5 sec),"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Large Cap Index NYC,KMLARNYC,N/A,N/A,NYC Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Large Cap Index LDN,KMLARLDN,N/A,N/A,LDN Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Large Cap Index SGP,KMLARSGP,N/A,N/A,SGP Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Investable Index,KMINV,N/A,N/A,Real-time (5 sec),"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Investable Index NYC,KMINVNYC,N/A,N/A,NYC Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Investable Index LDN,KMINVLDN,N/A,N/A,LDN Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Kaiko Investable Index SGP,KMINVSGP,N/A,N/A,SGP Fixing,"January 23, 2025","April 1, 2014",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/New%20Benchmark%20Factsheets/Kaiko%20Benchmarks%20-%20Market%20family%20factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter 21Shares Crypto Mid-Cap Index ,ALTS,N/A,N/A,LDN Fixing,"December 14, 2021","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/ALTS%20-%20Fact%20Sheet%20-%20multi-asset_alts_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter 21Shares Crypto Staking Index ,STAKE,N/A,N/A,LDN Fixing,"January 18, 2023","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/multi-asset_stake_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter BOLD Index,VBNGD,N/A,N/A,LDN Fixing,"November 10, 2023","January 01, 2020",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/VBNGD%20-%20Fact%20Sheet%20-%20multi-asset_vbngd_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter CF Crypto Momentum Index,VCFMOM,N/A,N/A,LDN Fixing,"May 15, 2023","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/VCFMOM%20-%20Fact%20Sheet%20-multi-asset_vcfmom_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter Diffuse Digital 30 Index,DDV,N/A,N/A,LDN Fixing,"July 02, 2022","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/Factsheets%20and%20Methodologies/DDV%20-%20Fact%20Sheet%20-%20multi-asset_ddv_end=2025-03-12&start=2020-12-31.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter Hashdex Risk Parity Momentum Crypto Index,VHASHMOM,N/A,N/A,17:00 CET Fixing,"September 05, 2022","January 01, 2021",-,-,"<a href=""https://marketing.kaiko.com/hubfs/VHASHMOM%20Kaiko%20Factsheet.pdf"" target=""_blank"">View Factsheet</a>"
Kaiko,Market,Vinter Bytetree BOLD1 Inverse Volatility Index,BOLD1,N/A,N/A,LDN Fixing,"November 10, 2023","January 01, 2020",-,-,"<a href="""" target=""_blank"">Coming soon</a>"
CBOE-KAIKO,Single-Asset,CBOE-KAIKO BTC Custom Rate ,CBOE-KAIKO_BTCUSD,BTC,USD,Daily Fixing Custom,"November 02, 2023","November 02, 2023","Itbit, LMAX, Bitstamp",3600s,
CBOE-KAIKO,Single-Asset,CBOE-KAIKO BTC Custom Rate ,CBOE-KAIKO_BTCUSD_RT,BTC,USD,Real-time (5s),"January 22, 2024","January 22, 2024","Itbit, LMAX, Bitstamp",10s,
CBOE-KAIKO,Single-Asset,CBOE-KAIKO ETH Custom Rate ,CBOE-KAIKO_ETHUSD,ETH,USD,Daily Fixing Custom,"November 02, 2023","November 02, 2023","Itbit, LMAX, Bitstamp",3600s,
CBOE-KAIKO,Single-Asset,CBOE-KAIKO ETH Custom Rate ,CBOE-KAIKO_ETHUSD_RT,ETH,USD,Real-time (5s),"January 22, 2024","January 22, 2024","Itbit, LMAX, Bitstamp",10s,
Kaiko,Single-Asset,Kaiko AAVE Benchmark Reference Rate ,KK_BRR_AAVEUSD,AAVE,USD,Real-time (5s),"January 17, 2023","January 17, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",60s,
Kaiko,Single-Asset,Kaiko AAVE Benchmark Reference Rate LDN,KK_BRR_AAVEUSD_LDN,AAVE,USD,Daily Fixing LDN,"January 17, 2023","January 17, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko AAVE Benchmark Reference Rate NYC,KK_BRR_AAVEUSD_NYC,AAVE,USD,Daily Fixing NYC,"January 17, 2023","January 17, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko AAVE Benchmark Reference Rate SGP,KK_BRR_AAVEUSD_SGP,AAVE,USD,Daily Fixing SGP,"January 17, 2023","January 17, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",300s,
Kaiko,Single-Asset,Kaiko ADA Benchmark Reference Rate ,KK_BRR_ADAUSD,ADA,USD,Real-time (5s),"September 18, 2023","September 18, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",30s,
Kaiko,Single-Asset,Kaiko ADA Benchmark Reference Rate LDN,KK_BRR_ADAUSD_LDN,ADA,USD,Daily Fixing LDN,"September 18, 2023","September 18, 2023","Coinbase, Crypto.com, Kraken, Bitstamp",300s,
